Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,,Instructions
4614034476,NBA $25K Four Point Play [20 Entry Max],173265260,$4,Tyrese Maxey (37367996) (LOCKED),Jaylen Brown (37368031) (LOCKED),Justin Edwards (37368302) (LOCKED),Ricky Council IV (37368536) (LOCKED),Rudy Gobert (37368149),Stephen Curry (37368007),Nickeil Alexander-Walker (37368313),Alperen Sengun (37368002),,1. Column A lists all of your contest entries for this draftgroup
4614034477,NBA $25K Four Point Play [20 Entry Max],173265260,$4,Derrick White (37368089) (LOCKED),Kelly Oubre Jr. (37368107) (LOCKED),Ricky Council IV (37368536) (LOCKED),Andrew Wiggins (37368103),Draymond Green (37368110),Tyrese Maxey (37367996) (LOCKED),Julius Randle (37368056),Jarrett Allen (37368069),,2. Your current lineup is listed next to each entry (blank for reservations)
4614034478,NBA $25K Four Point Play [20 Entry Max],173265260,$4,Tyrese Maxey (37367996) (LOCKED),Buddy Hield (37368188),Jaylen Brown (37368031) (LOCKED),Andrew Wiggins (37368103),Andre Drummond (37368165) (LOCKED),Nickeil Alexander-Walker (37368313),Naz Reid (37368172),Alperen Sengun (37368002),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
4614034479,NBA $25K Four Point Play [20 Entry Max],173265260,$4,Tyrese Maxey (37367996) (LOCKED),Anthony Edwards (37367999),Ricky Council IV (37368536) (LOCKED),Andrew Wiggins (37368103),Clint Capela (37368157) (LOCKED),Mike Conley (37368274),Naz Reid (37368172),Stephen Curry (37368007),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
4614034480,NBA $25K Four Point Play [20 Entry Max],173265260,$4,Stephen Curry (37368007),Dalano Banton (37368249),Jayson Tatum (37367987) (LOCKED),Ricky Council IV (37368536) (LOCKED),Myles Turner (37368095) (LOCKED),Mike Conley (37368274),Andrew Wiggins (37368103),Alperen Sengun (37368002),,5. For faster processing only include entries you are changing in the file you upload
4614034481,NBA $25K Four Point Play [20 Entry Max],173265260,$4,Derrick White (37368089) (LOCKED),Buddy Hield (37368188),Ricky Council IV (37368536) (LOCKED),Pascal Siakam (37368046) (LOCKED),Alperen Sengun (37368002),Dennis Schroder (37368135),Naz Reid (37368172),Anthony Edwards (37367999),,
,,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,C,Jarrett Allen (37368069),Jarrett Allen,37368069,C/UTIL,6600,CLE@MIN 01/18/2025 09:00PM ET,CLE,33.72
,,,,,,,,,,,,,PF,Jonathan Kuminga (37368071),Jonathan Kuminga,37368071,PF/F/UTIL,6500,WAS@GSW 01/18/2025 08:30PM ET,GSW,29.12
,,,,,,,,,,,,,SF/PF,De'Andre Hunter (37368074) (LOCKED),De'Andre Hunter,37368074,SF/PF/F/UTIL,6400,ATL@BOS 01/18/2025 07:00PM ET,ATL,29.21
,,,,,,,,,,,,,PG/SG,Malcolm Brogdon (37368078),Malcolm Brogdon,37368078,PG/SG/G/UTIL,6400,WAS@GSW 01/18/2025 08:30PM ET,WAS,26.21
,,,,,,,,,,,,,PG/SG,Derrick White (37368089) (LOCKED),Derrick White,37368089,PG/SG/G/UTIL,6300,ATL@BOS 01/18/2025 07:00PM ET,BOS,32.85
,,,,,,,,,,,,,PF,Kyle Kuzma (37368086),Kyle Kuzma,37368086,PF/F/UTIL,6300,WAS@GSW 01/18/2025 08:30PM ET,WAS,25.64
,,,,,,,,,,,,,PG/SG,Shaedon Sharpe (37368082),Shaedon Sharpe,37368082,PG/SG/G/UTIL,6300,HOU@POR 01/18/2025 10:00PM ET,POR,29.27
,,,,,,,,,,,,,C,Deandre Ayton (37368093),Deandre Ayton,37368093,C/UTIL,6100,HOU@POR 01/18/2025 10:00PM ET,POR,31.55
,,,,,,,,,,,,,C,Myles Turner (37368095) (LOCKED),Myles Turner,37368095,C/UTIL,6000,PHI@IND 01/18/2025 07:00PM ET,IND,32.33
,,,,,,,,,,,,,PG,Scoot Henderson (37368097),Scoot Henderson,37368097,PG/G/UTIL,6000,HOU@POR 01/18/2025 10:00PM ET,POR,25.11
,,,,,,,,,,,,,SF,Bennedict Mathurin (37368100) (LOCKED),Bennedict Mathurin,37368100,SF/F/UTIL,5900,PHI@IND 01/18/2025 07:00PM ET,IND,28.96
,,,,,,,,,,,,,SF/PF,Andrew Wiggins (37368103),Andrew Wiggins,37368103,SF/PF/F/UTIL,5800,WAS@GSW 01/18/2025 08:30PM ET,GSW,29.57
,,,,,,,,,,,,,SG,Kelly Oubre Jr. (37368107) (LOCKED),Kelly Oubre Jr.,37368107,SG/G/UTIL,5800,PHI@IND 01/18/2025 07:00PM ET,PHI,27.19
,,,,,,,,,,,,,PF/C,Draymond Green (37368110),Draymond Green,37368110,PF/C/F/UTIL,5700,WAS@GSW 01/18/2025 08:30PM ET,GSW,28.79
,,,,,,,,,,,,,PF/C,Alexandre Sarr (37368116),Alexandre Sarr,37368116,PF/C/F/UTIL,5600,WAS@GSW 01/18/2025 08:30PM ET,WAS,28.21
,,,,,,,,,,,,,C,Trayce Jackson-Davis (37368114),Trayce Jackson-Davis,37368114,C/UTIL,5500,WAS@GSW 01/18/2025 08:30PM ET,GSW,22.01
,,,,,,,,,,,,,SF,Bilal Coulibaly (37368124),Bilal Coulibaly,37368124,SF/F/UTIL,5500,WAS@GSW 01/18/2025 08:30PM ET,WAS,27.65
,,,,,,,,,,,,,PG/SG,Andrew Nembhard (37368120) (LOCKED),Andrew Nembhard,37368120,PG/SG/G/UTIL,5500,PHI@IND 01/18/2025 07:00PM ET,IND,24.32
,,,,,,,,,,,,,PF/C,Guerschon Yabusele (37368127) (LOCKED),Guerschon Yabusele,37368127,PF/C/F/UTIL,5400,PHI@IND 01/18/2025 07:00PM ET,PHI,22.14
,,,,,,,,,,,,,PG/SG,Dennis Schroder (37368135),Dennis Schroder,37368135,PG/SG/G/UTIL,5300,WAS@GSW 01/18/2025 08:30PM ET,GSW,29.47
,,,,,,,,,,,,,PF,Tari Eason (37368139),Tari Eason,37368139,PF/F/UTIL,5300,HOU@POR 01/18/2025 10:00PM ET,HOU,26.57
,,,,,,,,,,,,,PF/C,Jabari Smith Jr. (37368142),Jabari Smith Jr.,37368142,PF/C/F/UTIL,5300,HOU@POR 01/18/2025 10:00PM ET,HOU,24.84
,,,,,,,,,,,,,SF,Toumani Camara (37368146),Toumani Camara,37368146,SF/F/UTIL,5300,HOU@POR 01/18/2025 10:00PM ET,POR,23.31
,,,,,,,,,,,,,PG/SG,Donte DiVincenzo (37368131),Donte DiVincenzo,37368131,PG/SG/G/UTIL,5300,CLE@MIN 01/18/2025 09:00PM ET,MIN,24.18
,,,,,,,,,,,,,PF,Jerami Grant (37368151),Jerami Grant,37368151,PF/F/UTIL,5200,HOU@POR 01/18/2025 10:00PM ET,POR,27.24
,,,,,,,,,,,,,C,Rudy Gobert (37368149),Rudy Gobert,37368149,C/UTIL,5200,CLE@MIN 01/18/2025 09:00PM ET,MIN,29.63
,,,,,,,,,,,,,PF,Caleb Martin (37368154) (LOCKED),Caleb Martin,37368154,PF/F/UTIL,5100,PHI@IND 01/18/2025 07:00PM ET,PHI,21.26
,,,,,,,,,,,,,C,Clint Capela (37368157) (LOCKED),Clint Capela,37368157,C/UTIL,5000,ATL@BOS 01/18/2025 07:00PM ET,ATL,25.64
,,,,,,,,,,,,,PG/SG,Payton Pritchard (37368161) (LOCKED),Payton Pritchard,37368161,PG/SG/G/UTIL,5000,ATL@BOS 01/18/2025 07:00PM ET,BOS,27.15
,,,,,,,,,,,,,C,Jonas Valanciunas (37368159),Jonas Valanciunas,37368159,C/UTIL,5000,WAS@GSW 01/18/2025 08:30PM ET,WAS,26.95
,,,,,,,,,,,,,C,Andre Drummond (37368165) (LOCKED),Andre Drummond,37368165,C/UTIL,5000,PHI@IND 01/18/2025 07:00PM ET,PHI,20.23
,,,,,,,,,,,,,PF,Dillon Brooks (37368167),Dillon Brooks,37368167,PF/F/UTIL,4900,HOU@POR 01/18/2025 10:00PM ET,HOU,23.09
,,,,,,,,,,,,,C,Onyeka Okongwu (37368170) (LOCKED),Onyeka Okongwu,37368170,C/UTIL,4800,ATL@BOS 01/18/2025 07:00PM ET,ATL,26.32
,,,,,,,,,,,,,PG/SG,Jrue Holiday (37368176) (LOCKED),Jrue Holiday,37368176,PG/SG/G/UTIL,4800,ATL@BOS 01/18/2025 07:00PM ET,BOS,26.18
,,,,,,,,,,,,,SG/SF,Bogdan Bogdanovic (37368183) (LOCKED),Bogdan Bogdanovic,37368183,SG/SF/F/G/UTIL,4800,ATL@BOS 01/18/2025 07:00PM ET,ATL,19.86
,,,,,,,,,,,,,SF,Saddiq Bey (37368180),Saddiq Bey,37368180,SF/F/UTIL,4800,WAS@GSW 01/18/2025 08:30PM ET,WAS,0
,,,,,,,,,,,,,PF/C,Naz Reid (37368172),Naz Reid,37368172,PF/C/F/UTIL,4800,CLE@MIN 01/18/2025 09:00PM ET,MIN,25.79
,,,,,,,,,,,,,PG/SG,Vit Krejci (37368193) (LOCKED),Vit Krejci,37368193,PG/SG/G/UTIL,4700,ATL@BOS 01/18/2025 07:00PM ET,ATL,13.97
,,,,,,,,,,,,,SG/SF,Buddy Hield (37368188),Buddy Hield,37368188,SG/SF/F/G/UTIL,4700,WAS@GSW 01/18/2025 08:30PM ET,GSW,22.1
,,,,,,,,,,,,,PG,Keaton Wallace (37368197) (LOCKED),Keaton Wallace,37368197,PG/G/UTIL,4500,ATL@BOS 01/18/2025 07:00PM ET,ATL,13.91
,,,,,,,,,,,,,PG/SG,Carlton Carrington (37368200),Carlton Carrington,37368200,PG/SG/G/UTIL,4500,WAS@GSW 01/18/2025 08:30PM ET,WAS,22.22
,,,,,,,,,,,,,SF/PF,Zaccharie Risacher (37368207) (LOCKED),Zaccharie Risacher,37368207,SF/PF/F/UTIL,4300,ATL@BOS 01/18/2025 07:00PM ET,ATL,19.16
,,,,,,,,,,,,,PG,T.J. McConnell (37368204) (LOCKED),T.J. McConnell,37368204,PG/G/UTIL,4300,PHI@IND 01/18/2025 07:00PM ET,IND,22.30
,,,,,,,,,,,,,PF/C,Al Horford (37368214) (LOCKED),Al Horford,37368214,PF/C/F/UTIL,4200,ATL@BOS 01/18/2025 07:00PM ET,BOS,22.07
,,,,,,,,,,,,,SF,Jaden McDaniels (37368211),Jaden McDaniels,37368211,SF/F/UTIL,4200,CLE@MIN 01/18/2025 09:00PM ET,MIN,22.90
,,,,,,,,,,,,,PG/SG,Caris LeVert (37368218),Caris LeVert,37368218,PG/SG/G/UTIL,4200,CLE@MIN 01/18/2025 09:00PM ET,CLE,23.47
,,,,,,,,,,,,,PF,Kyle Anderson (37368222),Kyle Anderson,37368222,PF/F/UTIL,4000,WAS@GSW 01/18/2025 08:30PM ET,GSW,15.45
,,,,,,,,,,,,,SF/PF,Justin Champagnie (37368229),Justin Champagnie,37368229,SF/PF/F/UTIL,4000,WAS@GSW 01/18/2025 08:30PM ET,WAS,21.52
,,,,,,,,,,,,,SF/PF,Cam Whitmore (37368225),Cam Whitmore,37368225,SF/PF/F/UTIL,4000,HOU@POR 01/18/2025 10:00PM ET,HOU,16.49
,,,,,,,,,,,,,SG/SF,Corey Kispert (37368235),Corey Kispert,37368235,SG/SF/F/G/UTIL,3900,WAS@GSW 01/18/2025 08:30PM ET,WAS,19.55
,,,,,,,,,,,,,C,Donovan Clingan (37368233),Donovan Clingan,37368233,C/UTIL,3900,HOU@POR 01/18/2025 10:00PM ET,POR,18.36
,,,,,,,,,,,,,SG/SF,Max Strus (37368240),Max Strus,37368240,SG/SF/F/G/UTIL,3900,CLE@MIN 01/18/2025 09:00PM ET,CLE,18.35
,,,,,,,,,,,,,PG/SG,Brandin Podziemski (37368245),Brandin Podziemski,37368245,PG/SG/G/UTIL,3800,WAS@GSW 01/18/2025 08:30PM ET,GSW,20.81
,,,,,,,,,,,,,PG,Jared Butler (37368253),Jared Butler,37368253,PG/G/UTIL,3700,WAS@GSW 01/18/2025 08:30PM ET,WAS,13.57
,,,,,,,,,,,,,PG/SG,Dalano Banton (37368249),Dalano Banton,37368249,PG/SG/G/UTIL,3700,HOU@POR 01/18/2025 10:00PM ET,POR,17.73
,,,,,,,,,,,,,PF,David Roddy (37368264) (LOCKED),David Roddy,37368264,PF/F/UTIL,3600,ATL@BOS 01/18/2025 07:00PM ET,ATL,11.54
,,,,,,,,,,,,,SF/PF,Kyshawn George (37368260),Kyshawn George,37368260,SF/PF/F/UTIL,3600,WAS@GSW 01/18/2025 08:30PM ET,WAS,18.88
,,,,,,,,,,,,,PF/C,Obi Toppin (37368256) (LOCKED),Obi Toppin,37368256,PF/C/F/UTIL,3600,PHI@IND 01/18/2025 07:00PM ET,IND,20.19
,,,,,,,,,,,,,SG,Ben Sheppard (37368271) (LOCKED),Ben Sheppard,37368271,SG/G/UTIL,3500,PHI@IND 01/18/2025 07:00PM ET,IND,12.11
,,,,,,,,,,,,,SF/PF,Dean Wade (37368267),Dean Wade,37368267,SF/PF/F/UTIL,3500,CLE@MIN 01/18/2025 09:00PM ET,CLE,17.74
,,,,,,,,,,,,,C,Luke Kornet (37368285) (LOCKED),Luke Kornet,37368285,C/UTIL,3400,ATL@BOS 01/18/2025 07:00PM ET,BOS,15.53
,,,,,,,,,,,,,SG/SF,Aaron Nesmith (37368280) (LOCKED),Aaron Nesmith,37368280,SG/SF/F/G/UTIL,3400,PHI@IND 01/18/2025 07:00PM ET,IND,16.82
,,,,,,,,,,,,,PG,Mike Conley (37368274),Mike Conley,37368274,PG/G/UTIL,3400,CLE@MIN 01/18/2025 09:00PM ET,MIN,20.62
,,,,,,,,,,,,,PG,Ty Jerome (37368277),Ty Jerome,37368277,PG/G/UTIL,3400,CLE@MIN 01/18/2025 09:00PM ET,CLE,20.5
,,,,,,,,,,,,,SG/SF,Garrison Mathews (37368292) (LOCKED),Garrison Mathews,37368292,SG/SF/F/G/UTIL,3300,ATL@BOS 01/18/2025 07:00PM ET,ATL,15.97
,,,,,,,,,,,,,SG/SF,Daeqwon Plowden (37368297) (LOCKED),Daeqwon Plowden,37368297,SG/SF/F/G/UTIL,3300,ATL@BOS 01/18/2025 07:00PM ET,ATL,26
,,,,,,,,,,,,,SF/PF,Sam Hauser (37368305) (LOCKED),Sam Hauser,37368305,SF/PF/F/UTIL,3300,ATL@BOS 01/18/2025 07:00PM ET,BOS,15.47
,,,,,,,,,,,,,SG/SF,Moses Moody (37368287),Moses Moody,37368287,SG/SF/F/G/UTIL,3300,WAS@GSW 01/18/2025 08:30PM ET,GSW,13.17
,,,,,,,,,,,,,SF,Justin Edwards (37368302) (LOCKED),Justin Edwards,37368302,SF/F/UTIL,3300,PHI@IND 01/18/2025 07:00PM ET,PHI,12.58
,,,,,,,,,,,,,SG/SF,Lindy Waters III (37368318),Lindy Waters III,37368318,SG/SF/F/G/UTIL,3200,WAS@GSW 01/18/2025 08:30PM ET,GSW,13.65
,,,,,,,,,,,,,C,Marvin Bagley III (37368334),Marvin Bagley III,37368334,C/UTIL,3200,WAS@GSW 01/18/2025 08:30PM ET,WAS,10.16
,,,,,,,,,,,,,SF/PF,Jarace Walker (37368309) (LOCKED),Jarace Walker,37368309,SF/PF/F/UTIL,3200,PHI@IND 01/18/2025 07:00PM ET,IND,15.76
,,,,,,,,,,,,,SG,Eric Gordon (37368331) (LOCKED),Eric Gordon,37368331,SG/G/UTIL,3200,PHI@IND 01/18/2025 07:00PM ET,PHI,11.20
,,,,,,,,,,,,,PF/C,Robert Williams (37368323),Robert Williams,37368323,PF/C/F/UTIL,3200,HOU@POR 01/18/2025 10:00PM ET,POR,18.52
,,,,,,,,,,,,,PF/C,Jeff Green (37368336),Jeff Green,37368336,PF/C/F/UTIL,3200,HOU@POR 01/18/2025 10:00PM ET,HOU,7.12
,,,,,,,,,,,,,SG/SF,Nickeil Alexander-Walker (37368313),Nickeil Alexander-Walker,37368313,SG/SF/F/G/UTIL,3200,CLE@MIN 01/18/2025 09:00PM ET,MIN,17.79
,,,,,,,,,,,,,SF/PF,Isaac Okoro (37368327),Isaac Okoro,37368327,SF/PF/F/UTIL,3200,CLE@MIN 01/18/2025 09:00PM ET,CLE,13.30
,,,,,,,,,,,,,C,Kevon Looney (37368340),Kevon Looney,37368340,C/UTIL,3100,WAS@GSW 01/18/2025 08:30PM ET,GSW,18.22
,,,,,,,,,,,,,SF,Gary Payton II (37368344),Gary Payton II,37368344,SF/F/UTIL,3100,WAS@GSW 01/18/2025 08:30PM ET,GSW,12.05
,,,,,,,,,,,,,C,Thomas Bryant (37368342) (LOCKED),Thomas Bryant,37368342,C/UTIL,3100,PHI@IND 01/18/2025 07:00PM ET,IND,13.26
,,,,,,,,,,,,,SG/SF,Kris Murray (37368347),Kris Murray,37368347,SG/SF/F/G/UTIL,3100,HOU@POR 01/18/2025 10:00PM ET,POR,9.98
,,,,,,,,,,,,,PG,Aaron Holiday (37368355),Aaron Holiday,37368355,PG/G/UTIL,3100,HOU@POR 01/18/2025 10:00PM ET,HOU,7.72
,,,,,,,,,,,,,SG,Sam Merrill (37368352),Sam Merrill,37368352,SG/G/UTIL,3100,CLE@MIN 01/18/2025 09:00PM ET,CLE,13.56
,,,,,,,,,,,,,SF,Jordan Walsh (37368358) (LOCKED),Jordan Walsh,37368358,SF/F/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,BOS,4.60
,,,,,,,,,,,,,SG,Baylor Scheierman (37368446) (LOCKED),Baylor Scheierman,37368446,SG/G/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,BOS,3.58
,,,,,,,,,,,,,C,Neemias Queta (37368449) (LOCKED),Neemias Queta,37368449,C/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,BOS,12.98
,,,,,,,,,,,,,SG/SF,Jaden Springer (37368451) (LOCKED),Jaden Springer,37368451,SG/SF/F/G/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,BOS,2.97
,,,,,,,,,,,,,PF/C,Xavier Tillman (37368456) (LOCKED),Xavier Tillman,37368456,PF/C/F/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,BOS,4.30
,,,,,,,,,,,,,SF,Anton Watson (37368460) (LOCKED),Anton Watson,37368460,SF/F/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,BOS,0
,,,,,,,,,,,,,PG,JD Davison (37368463) (LOCKED),JD Davison,37368463,PG/G/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,BOS,1.9
,,,,,,,,,,,,,PF,Drew Peterson (37368466) (LOCKED),Drew Peterson,37368466,PF/F/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,BOS,7.70
,,,,,,,,,,,,,C,Dominick Barlow (37368551) (LOCKED),Dominick Barlow,37368551,C/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,ATL,2.14
,,,,,,,,,,,,,C,Mouhamed Gueye (37368553) (LOCKED),Mouhamed Gueye,37368553,C/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,ATL,2
,,,,,,,,,,,,,C,Larry Nance Jr. (37368555) (LOCKED),Larry Nance Jr.,37368555,C/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,ATL,21.57
,,,,,,,,,,,,,PG,Kobe Bufkin (37368557) (LOCKED),Kobe Bufkin,37368557,PG/G/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,ATL,11.28
,,,,,,,,,,,,,C,Cody Zeller (37368560) (LOCKED),Cody Zeller,37368560,C/UTIL,3000,ATL@BOS 01/18/2025 07:00PM ET,ATL,0
,,,,,,,,,,,,,PF,Gui Santos (37368365),Gui Santos,37368365,PF/F/UTIL,3000,WAS@GSW 01/18/2025 08:30PM ET,GSW,7.25
,,,,,,,,,,,,,PG,Pat Spencer (37368368),Pat Spencer,37368368,PG/G/UTIL,3000,WAS@GSW 01/18/2025 08:30PM ET,GSW,7.31
,,,,,,,,,,,,,C,Quinten Post (37368371),Quinten Post,37368371,C/UTIL,3000,WAS@GSW 01/18/2025 08:30PM ET,GSW,3.75
,,,,,,,,,,,,,PF,Patrick Baldwin Jr. (37368469),Patrick Baldwin Jr.,37368469,PF/F/UTIL,3000,WAS@GSW 01/18/2025 08:30PM ET,WAS,3.80
,,,,,,,,,,,,,C,Anthony Gill (37368472),Anthony Gill,37368472,C/UTIL,3000,WAS@GSW 01/18/2025 08:30PM ET,WAS,4.29
,,,,,,,,,,,,,SG/SF,Johnny Davis (37368474),Johnny Davis,37368474,SG/SF/F/G/UTIL,3000,WAS@GSW 01/18/2025 08:30PM ET,WAS,6.11
,,,,,,,,,,,,,C,Richaun Holmes (37368479),Richaun Holmes,37368479,C/UTIL,3000,WAS@GSW 01/18/2025 08:30PM ET,WAS,7.36
,,,,,,,,,,,,,C,Tristan Vukcevic (37368481),Tristan Vukcevic,37368481,C/UTIL,3000,WAS@GSW 01/18/2025 08:30PM ET,WAS,1.75
